@relation 'cmo2-weka.filters.unsupervised.attribute.Remove-R1,5-8'

@attribute hammerforce numeric
@attribute sensor1 numeric
@attribute sensor2 numeric
@attribute class {1,3,4,5,6,7}

@data
0.366919,-0.197967,-0.10888,1
0.359269,-0.266228,-0.150103,1
0.328569,0.00704,0.098045,1
0.343919,0.075302,0.139539,1
0.343919,-0.129706,0.056823,1
0.336219,0.177805,-0.025893,1
0.336219,0.177805,-0.10888,1
0.351569,0.00704,-0.191596,1
0.351569,0.211824,0.098045,1
0.351569,-0.231985,-0.067387,1
0.366919,0.246066,0.180761,1
0.343919,-0.027202,-0.10888,1
0.366919,0.041059,-0.398522,1
0.336219,0.177805,-0.10888,1
0.343919,0.041059,-0.191596,1
0.328569,-0.061221,-0.232819,1
0.351569,-0.231985,-0.10888,1
0.351569,0.177805,0.139539,1
0.343919,-0.061221,0.098045,1
0.328569,0.109544,0.222255,1
0.328569,-0.061221,0.056823,1
0.336219,0.143563,0.222255,1
0.366919,0.211824,0.056823,1
0.351569,-0.129706,-0.150103,1
0.336219,0.075302,-0.191596,1
0.320869,-0.095463,-0.150103,1
0.320869,-0.061221,-0.10888,1
0.328569,0.314327,-0.274312,1
0.320869,0.280085,0.098045,1
0.351569,0.143563,0.098045,1
0.366919,0.211824,-0.025893,1
0.343919,0.246066,0.222255,1
0.328569,0.314327,0.015329,1
0.351569,0.177805,0.180761,1
0.366919,0.211824,-0.067387,1
0.320869,0.075302,0.056823,1
0.382319,-0.027202,-0.025893,1
