0.105426,-0.009801,-0.002022,6
0.109331,-0.023561,0.002267,6
0.109331,-0.009801,0.032212,6
0.105426,-0.005872,0.027922,6
0.097642,0.017717,0.006529,6
0.109331,0.009859,0.002267,6
0.105426,0.009859,-0.002022,6
0.103487,0.005929,0.010819,6
0.109331,-0.00783,-0.023416,6
0.103487,-0.009801,0.019371,6
0.103487,-0.015702,0.027922,6
0.105426,-0.001942,0.027922,6
0.107379,-0.009801,0.032212,6
0.111271,-0.001942,0.002267,6
0.111271,0.015759,0.010819,6
0.111271,-0.001942,-0.014864,6
0.113223,-0.011772,0.015109,6
0.111271,-0.009801,0.019371,6
0.107379,0.007887,-0.006284,6
0.111271,-0.011772,0.010819,6
0.109331,-0.00783,-0.014864,6
0.109331,0.003958,-0.027677,6
0.101534,0.000029,0.002267,6
0.109331,0.013788,0.015109,6
0.109331,0.005929,0.010819,6
0.105426,-0.013731,0.027922,6
0.115163,-0.009801,0.019371,6
0.111271,0.005929,0.002267,6
0.107379,0.009859,-0.014864,6
0.111271,-0.00783,0.010819,6
0.111271,-0.01766,0.032212,6
0.103487,0.001987,-0.002022,6
0.111271,-0.009801,-0.010574,6
0.103487,-0.001942,0.015109,6
0.113223,-0.003901,-0.006284,6
0.111271,-0.003901,-0.006284,6
0.111271,0.003958,0.010819,6
0.109331,-0.005872,-0.006284,6
0.113223,0.009859,-0.006284,6
0.117116,0.005929,0.002267,6
0.105426,0.013788,-0.002022,6
0.107379,0.005929,0.010819,6
0.107379,-0.011772,0.023661,6
0.107379,-0.005872,0.015109,6
0.105426,0.005929,-0.010574,6
0.111271,-0.013731,0.010819,6
0.119068,-0.001942,-0.006284,6
0.113223,0.003958,-0.006284,6
0.105426,0.003958,-0.019126,6
0.107379,-0.00783,-0.002022,6
0.109331,-0.003901,-0.023416,6
0.109331,-0.003901,0.006529,6
0.105426,-0.005872,0.006529,6
0.109331,-0.001942,-0.006284,6
0.109331,0.003958,0.002267,6
0.113223,0.005929,0.032212,6
0.111271,0.011817,0.010819,6
0.107379,0.013788,-0.006284,6
0.107379,-0.003901,0.019371,6
0.107379,0.005929,0.002267,6
0.107379,0.001987,0.002267,6
0.111271,-0.009801,0.015109,6
0.113223,-0.025532,0.010819,6
0.107379,-0.023561,0.027922,6
0.113223,-0.011772,-0.014864,6
0.119068,-0.001942,-0.014864,6
0.111271,-0.013731,-0.019126,6
0.111271,0.005929,-0.031967,6
0.105426,-0.013731,-0.027677,6
0.107379,-0.001942,-0.027677,6
0.109331,0.007887,-0.002022,6
0.111271,0.007887,-0.014864,6
0.107379,-0.001942,0.002267,6
0.105426,0.000029,-0.002022,6
0.113223,0.001987,-0.006284,6
0.109331,-0.009801,0.010819,6
0.105426,0.000029,-0.014864,6
0.115163,-0.001942,0.006529,6
0.113223,-0.003901,0.010819,6
0.113223,-0.001942,-0.002022,6
0.111271,-0.015702,0.006529,6
0.105426,-0.009801,0.015109,6
0.107379,-0.001942,-0.010574,6
0.111271,0.000029,-0.019126,6
0.105426,-0.003901,0.027922,6
0.107379,0.009859,0.032212,6
0.107379,0.011817,0.027922,6
0.101534,-0.001942,0.036474,6
0.109331,-0.023561,0.036474,6
0.111271,-0.005872,-0.027677,6
0.111271,-0.005872,-0.006284,6
0.113223,-0.003901,-0.010574,6
0.105426,-0.013731,0.002267,6
0.107379,-0.005872,-0.031967,6
0.109331,-0.021602,-0.006284,6
0.103487,-0.003901,0.015109,6
0.105426,-0.003901,-0.006284,6
0.105426,0.001987,0.002267,6
0.097642,0.017717,-0.027677,6
0.107379,0.005929,0.015109,6
0.105426,0.011817,-0.019126,6
0.109331,-0.001942,0.006529,6
0.101534,-0.00783,0.010819,6
0.113223,0.013788,0.010819,6
0.103487,-0.003901,0.027922,6
0.107379,0.003958,0.032212,6
0.105426,0.017717,0.049316,6
0.107379,0.001987,0.019371,6
0.101534,0.000029,0.036474,6
0.103487,0.003958,0.027922,6
0.105426,-0.00783,0.045054,6
0.103487,0.009859,-0.014864,6
0.111271,0.009859,-0.006284,6
0.103487,0.003958,0.023661,6
0.099594,-0.011772,-0.006284,6
0.107379,-0.015702,0.015109,6
0.105426,-0.001942,0.019371,6
0.097642,-0.01766,-0.006284,6
0.111271,-0.001942,0.019371,6
0.101534,-0.013731,-0.006284,6
0.099594,0.001987,-0.006284,6
0.101534,-0.009801,0.002267,6
0.101534,-0.00783,-0.014864,6
0.101534,0.027547,-0.006284,6
0.107379,0.001987,0.015109,6
0.105426,-0.013731,0.027922,6
0.105426,0.001987,0.015109,6
0.097642,-0.021602,0.010819,6
0.097642,-0.009801,-0.002022,6
0.105426,0.000029,0.015109,6
0.101534,-0.00783,0.027922,6
0.105426,0.005929,0.002267,6
0.097642,-0.001942,-0.006284,6
0.103487,0.027547,0.010819,6
0.099594,-0.003901,0.032212,6
0.103487,-0.005872,0.036474,6
0.107379,-0.003901,0.053606,6
0.097642,-0.003901,0.006529,6
0.095689,0.001987,0.010819,6
0.099594,0.001987,-0.002022,6
0.103487,-0.001942,0.010819,6
0.103487,0.005929,-0.006284,6
0.111271,0.003958,-0.010574,6
0.101534,-0.011772,-0.036257,6
0.103487,-0.011772,-0.014864,6
0.103487,-0.009801,0.010819,6
0.101534,-0.009801,0.002267,6
0.103487,-0.003901,-0.023416,6
0.101534,0.003958,0.036474,6
0.101534,0.000029,0.010819,6
0.103487,0.009859,0.015109,6
0.097642,0.000029,0.002267,6
0.107379,-0.011772,-0.002022,6
0.103487,0.007887,-0.019126,6
0.103487,0.000029,-0.010574,6
0.107379,-0.01766,-0.006284,6
0.101534,-0.005872,-0.002022,6
0.103487,-0.015702,-0.006284,6
0.103487,-0.021602,-0.006284,6
0.099594,-0.001942,0.027922,6
0.103487,-0.005872,0.006529,6
0.103487,0.005929,0.019371,6
0.111271,0.000029,0.019371,6
0.105426,-0.011772,0.010819,6
0.103487,0.005929,0.015109,6
0.101534,0.007887,0.010819,6
0.109331,0.013788,0.010819,6
0.109331,-0.001942,0.019371,6
0.103487,-0.009801,-0.014864,6
0.103487,0.001987,-0.006284,6
0.103487,-0.003901,-0.002022,6
0.101534,-0.00783,-0.006284,6
0.111271,-0.013731,-0.002022,6
0.103487,-0.009801,0.023661,6
0.105426,0.005929,0.019371,6
0.09375,0.001987,0.019371,6
0.107379,0.003958,-0.006284,6
0.103487,0.000029,-0.019126,6
0.103487,0.007887,-0.002022,6
0.103487,-0.009801,0.036474,6
0.105426,0.009859,0.027922,6
0.099594,0.009859,0.015109,6
0.113223,0.009859,0.027922,6
0.099594,-0.003901,0.045054,6
0.099594,0.001987,0.010819,6
0.099594,-0.005872,-0.027677,6
0.099594,-0.013731,-0.006284,6
0.103487,-0.023561,-0.006284,6
0.109331,0.005929,-0.006284,6
0.105426,0.013788,-0.014864,6
0.105426,-0.005872,0.002267,6
0.105426,0.015759,-0.023416,6
0.109331,0.017717,0.040764,6
0.103487,0.005929,-0.006284,6
0.107379,0.017717,-0.023416,6
0.103487,0.013788,-0.006284,6
0.105426,0.011817,0.045054,6
0.107379,-0.001942,0.010819,6
0.097642,0.005929,0.010819,6
0.107379,0.005929,0.006529,6
0.103487,0.005929,0.023661,6
0.101534,-0.005872,-0.006284,6
0.105426,0.005929,0.010819,6
0.109331,0.001987,-0.002022,6
0.105426,-0.005872,0.027922,6
0.117116,0.007887,0.036474,6
0.107379,0.015759,-0.006284,6
0.111271,0.013788,0.015109,6
0.107379,0.005929,0.002267,6
0.103487,0.003958,0.002267,6
0.107379,-0.003901,0.010819,6
0.109331,-0.011772,0.002267,6
0.107379,-0.011772,-0.019126,6
0.105426,-0.013731,0.019371,6
0.105426,-0.013731,-0.031967,6
0.113223,-0.00783,-0.023416,6
0.111271,0.001987,-0.049071,6
0.115163,0.003958,-0.027677,6
0.107379,0.009859,0.023661,6
0.103487,0.000029,-0.002022,6
0.105426,0.001987,0.019371,6
0.101534,0.015759,-0.023416,6
0.103487,-0.001942,-0.036257,6
0.101534,-0.015702,0.002267,6
0.103487,0.003958,0.010819,6
0.103487,-0.001942,0.002267,6
0.115163,0.001987,0.006529,6
0.105426,-0.013731,0.002267,6
0.103487,-0.005872,0.015109,6
0.111271,0.003958,0.002267,6
0.115163,0.009859,0.010819,6
0.103487,0.007887,0.015109,6
0.105426,0.000029,-0.014864,6
0.103487,0.005929,0.002267,6
0.103487,-0.009801,-0.006284,6
0.111271,-0.00783,-0.019126,6
0.109331,0.007887,-0.036257,6
0.101534,0.015759,-0.027677,6
0.107379,0.023618,-0.002022,6
0.101534,0.000029,-0.019126,6
0.111271,0.023618,-0.002022,6
0.111271,0.015759,-0.006284,6
0.109331,0.003958,-0.006284,6
0.103487,-0.015702,0.002267,6
0.101534,0.000029,-0.010574,6
0.103487,0.007887,-0.023416,6
0.103487,0.001987,-0.010574,6
0.099594,0.011817,-0.036257,6
0.099594,0.013788,-0.014864,6
0.103487,0.005929,-0.023416,6
0.105426,0.005929,-0.006284,6
0.107379,0.003958,-0.023416,6
0.105426,-0.013731,-0.023416,6
0.107379,-0.01766,-0.006284,6
0.107379,-0.003901,-0.031967,6
0.103487,-0.00783,-0.023416,6
0.107379,0.001987,-0.014864,6
0.105426,-0.003901,0.010819,6
0.101534,-0.009801,0.010819,6
0.107379,-0.01766,-0.006284,6
0.101534,-0.003901,-0.023416,6
0.097642,0.003958,-0.006284,6
0.099594,0.005929,-0.010574,6
0.103487,0.011817,0.015109,6
0.097642,0.001987,0.002267,6
0.103487,-0.009801,0.006529,6
0.101534,-0.00783,-0.010574,6
0.111271,0.001987,-0.023416,6
0.107379,0.000029,0.002267,6
0.103487,0.001987,0.010819,6
0.103487,-0.003901,0.010819,6
0.105426,-0.013731,0.010819,6
0.101534,-0.005872,-0.006284,6
0.099594,-0.005872,-0.036257,6
0.103487,0.007887,-0.036257,6
0.101534,0.005929,-0.027677,6
0.095689,-0.001942,-0.010574,6
0.095689,-0.00783,-0.002022,6
0.099594,0.007887,-0.006284,6
0.101534,0.001987,0.010819,6
0.101534,0.009859,-0.006284,6
0.107379,0.000029,-0.002022,6
0.111271,-0.011772,-0.010574,6
0.105426,-0.009801,0.002267,6
0.103487,0.000029,-0.002022,6
0.103487,-0.00783,-0.010574,6
0.097642,0.000029,-0.027677,6
0.103487,0.007887,-0.010574,6
0.095689,-0.015702,0.006529,6
0.097642,0.001987,-0.002022,6
0.103487,0.001987,-0.019126,6
0.099594,-0.00783,-0.044809,6
0.097642,-0.001942,-0.044809,6
0.095689,-0.001942,-0.006284,6
0.103487,0.013788,-0.027677,6
0.097642,-0.00783,-0.040519,6
0.091797,0.009859,-0.006284,6
0.097642,-0.001942,-0.014864,6
0.101534,0.003958,-0.002022,6
0.099594,0.005929,-0.006284,6
0.099594,0.009859,-0.014864,6
0.097642,0.003958,-0.023416,6
0.097642,-0.009801,0.019371,6
0.09375,0.001987,-0.019126,6
0.09375,0.015759,0.002267,6
0.101534,0.005929,-0.014864,6
0.095689,0.001987,-0.002022,6
0.099594,0.000029,0.010819,6
0.103487,-0.001942,-0.006284,6
0.099594,-0.005872,0.015109,6
0.099594,0.003958,0.010819,6
0.101534,0.017717,0.036474,6
0.101534,0.001987,0.036474,6
0.103487,0.009859,0.040764,6
0.103487,0.001987,0.023661,6
0.101534,-0.009801,0.010819,6
0.101534,-0.019631,0.002267,6
0.105426,-0.00783,-0.010574,6
0.095689,-0.021602,-0.010574,6
0.095689,-0.011772,0.002267,6
0.095689,-0.011772,0.027922,6
0.09375,-0.00783,0.019371,6
0.099594,-0.009801,0.027922,6
0.103487,0.003958,-0.002022,6
0.095689,-0.003901,-0.010574,6
0.099594,-0.01766,-0.036257,6
0.099594,-0.01766,-0.006284,6
0.097642,-0.021602,0.006529,6
0.097642,-0.013731,0.002267,6
0.103487,-0.005872,-0.002022,6
0.105426,0.007887,0.006529,6
0.099594,-0.005872,0.015109,6
0.095689,-0.015702,-0.006284,6
0.103487,0.007887,-0.023416,6
0.103487,-0.001942,-0.019126,6
0.099594,-0.009801,-0.014864,6
0.099594,0.000029,-0.031967,6
0.101534,-0.029461,-0.019126,6
0.097642,-0.005872,0.010819,6
0.097642,0.017717,-0.006284,6
0.105426,0.001987,0.019371,6
0.099594,0.005929,0.002267,6
0.099594,0.015759,-0.002022,6
0.101534,0.021647,-0.010574,6
0.101534,-0.001942,-0.006284,6
0.099594,0.000029,-0.049071,6
0.105426,0.005929,-0.006284,6
0.103487,0.000029,-0.002022,6
0.107379,-0.01766,-0.019126,6
0.099594,-0.00783,-0.006284,6
0.099594,0.003958,-0.002022,6
0.097642,0.003958,0.015109,6
